edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.000 precision:0.992 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:373 false_negative:0 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.050 precision:0.999 recall:0.702 true_negative_rate:0.938 true_positive:31284 true_negative:350 false_positive:23 false_negative:13303 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.100 precision:0.999 recall:0.441 true_negative_rate:0.968 true_positive:19669 true_negative:361 false_positive:12 false_negative:24918 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.303 true_negative_rate:0.989 true_positive:13509 true_negative:369 false_positive:4 false_negative:31078 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.216 true_negative_rate:1.000 true_positive:9646 true_negative:373 false_positive:0 false_negative:34941 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7371 true_negative:373 false_positive:0 false_negative:37216 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5720 true_negative:373 false_positive:0 false_negative:38867 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4863 true_negative:373 false_positive:0 false_negative:39724 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3949 true_negative:373 false_positive:0 false_negative:40638 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3619 true_negative:373 false_positive:0 false_negative:40968 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3320 true_negative:373 false_positive:0 false_negative:41267 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:373 false_positive:0 false_negative:41478 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3051 true_negative:373 false_positive:0 false_negative:41536 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2699 true_negative:373 false_positive:0 false_negative:41888 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:668 true_negative:373 false_positive:0 false_negative:43919 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:404 true_negative:373 false_positive:0 false_negative:44183 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:373 false_positive:0 false_negative:44581 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:373 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:373 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:373 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_7_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:373 false_positive:0 false_negative:44586 
