edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.996 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:201 false_negative:0 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.050 precision:1.000 recall:0.702 true_negative_rate:0.960 true_positive:31281 true_negative:193 false_positive:8 false_negative:13306 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.100 precision:1.000 recall:0.441 true_negative_rate:1.000 true_positive:19657 true_negative:201 false_positive:0 false_negative:24930 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.303 true_negative_rate:1.000 true_positive:13507 true_negative:201 false_positive:0 false_negative:31080 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.216 true_negative_rate:1.000 true_positive:9642 true_negative:201 false_positive:0 false_negative:34945 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7371 true_negative:201 false_positive:0 false_negative:37216 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5720 true_negative:201 false_positive:0 false_negative:38867 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4865 true_negative:201 false_positive:0 false_negative:39722 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3949 true_negative:201 false_positive:0 false_negative:40638 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3619 true_negative:201 false_positive:0 false_negative:40968 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3322 true_negative:201 false_positive:0 false_negative:41265 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:201 false_positive:0 false_negative:41478 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:201 false_positive:0 false_negative:41537 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2698 true_negative:201 false_positive:0 false_negative:41889 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:669 true_negative:201 false_positive:0 false_negative:43918 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:402 true_negative:201 false_positive:0 false_negative:44185 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:201 false_positive:0 false_negative:44580 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:201 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:201 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:201 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:201 false_positive:0 false_negative:44586 
